pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,facing-8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,copying-8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,59,visible,289.95799999999997,177.364,7.125,45,0.56,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,60,visible,294.996,172.326,7.125,45,0.5700000000000001,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,61,visible,300.034,167.28799999999998,7.125,45,0.6,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,62,visible,305.072,162.25,7.125,45,0.6599999999999999,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,63,visible,310.11,157.21200000000002,7.125,45,0.73,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,64,visible,315.14799999999997,152.174,7.125,45,0.79,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,65,visible,320.186,147.136,7.125,45,0.83,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,66,visible,325.224,142.09799999999998,7.125,45,0.89,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,67,visible,330.26199999999994,137.06,7.125,45,0.93,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,68,visible,335.3,132.02200000000002,7.125,45,0.97,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,69,visible,340.338,126.984,7.125,45,1.0,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,70,visible,345.376,121.946,7.125,45,1.0,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,71,visible,346.879,120.443,2.125,45,0.99,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,72,visible,348.38199999999995,118.94,2.125,45,0.98,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,73,visible,349.885,117.43700000000001,2.125,45,0.98,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,74,visible,351.38800000000003,115.934,2.125,45,0.99,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,75,visible,352.89099999999996,114.431,2.125,45,1.0,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,76,visible,354.394,112.928,2.125,45,0.99,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,77,visible,355.897,111.425,2.125,45,0.99,0.03,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,78,visible,356.082,109.30799999999999,2.125,5,0.99,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,79,visible,355.019,107.46799999999999,2.125,330,1.0,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,80,visible,353.022,106.741,2.125,290,1.0,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,81,visible,350.969,107.291,2.125,255,1.0,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,82,visible,350.07099999999997,109.21700000000001,2.125,205,1.0,0.03,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,83,visible,349.173,111.14299999999999,2.125,205,1.0,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,84,visible,348.275,113.069,2.125,205,1.0,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,85,visible,347.37699999999995,114.995,2.125,205,1.0,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,86,visible,346.47900000000004,116.921,2.125,205,1.0,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,87,visible,345.58099999999996,118.84700000000001,2.125,205,1.0,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,88,visible,344.68300000000005,120.773,2.125,205,1.0,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,89,visible,343.785,122.699,2.125,205,0.99,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,90,visible,342.88699999999994,124.625,2.125,205,0.98,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,91,visible,342.337,126.678,2.125,195,0.97,0.03,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,92,visible,343.399,128.518,2.125,150,0.95,0.03,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,93,visible,344.462,130.358,2.125,150,0.94,0.03,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,94,visible,345.524,132.19799999999998,2.125,150,0.92,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,95,visible,347.027,133.701,2.125,135,0.91,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,96,visible,349.144,133.886,2.125,95,0.9,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,97,visible,350.98400000000004,132.82299999999998,2.125,60,0.89,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,98,visible,351.711,130.826,2.125,20,0.88,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,99,visible,351.161,128.773,2.125,345,0.89,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,100,visible,349.42,127.554,2.125,305,0.91,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,101,visible,347.30300000000005,127.369,2.125,275,0.91,0.04,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,102,visible,345.186,127.184,2.125,275,0.91,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,103,visible,343.069,126.999,2.125,275,0.91,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,104,visible,340.952,126.814,2.125,275,0.91,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,105,visible,339.026,125.916,2.125,295,0.91,0.04,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,106,visible,337.80699999999996,124.175,2.125,325,0.89,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,107,visible,336.588,122.434,2.125,325,0.9,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,108,visible,335.369,120.693,2.125,325,0.9,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,109,visible,334.15,118.95200000000001,2.125,325,0.9,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,110,visible,332.931,117.211,2.125,325,0.91,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,111,visible,331.712,115.47,2.125,325,0.92,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,112,visible,330.49300000000005,113.729,2.125,325,0.91,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,113,visible,329.274,111.988,2.125,325,0.92,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,114,visible,328.055,110.24700000000001,2.125,325,0.94,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,115,visible,326.836,108.506,2.125,325,0.95,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,116,visible,326.286,106.45299999999999,2.125,345,0.96,0.04,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,117,visible,327.013,104.456,2.125,20,0.96,0.04,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,118,visible,327.74,102.459,2.125,20,0.97,0.04,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,119,visible,328.467,100.462,2.125,20,0.99,0.05,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,120,visible,330.39300000000003,99.564,2.125,65,0.98,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,121,visible,332.319,98.666,2.125,65,0.98,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,122,visible,334.245,97.76799999999999,2.125,65,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,123,visible,336.171,96.87,2.125,65,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,124,visible,338.097,95.97200000000001,2.125,65,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,125,visible,340.023,95.074,2.125,65,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,126,visible,341.949,94.176,2.125,65,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,127,visible,343.875,93.27799999999999,2.125,65,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,128,visible,345.801,92.38,2.125,65,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,129,visible,347.727,91.48200000000001,2.125,65,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,130,visible,349.653,90.584,2.125,65,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,131,visible,351.65,89.85700000000001,2.125,70,1.0,0.05,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,132,visible,353.49,90.919,2.125,120,1.0,0.05,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,133,visible,355.33,91.98100000000001,2.125,120,1.0,0.05,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,134,visible,357.17,93.04299999999999,2.125,120,1.0,0.05,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,135,visible,358.389,94.78399999999999,2.125,145,1.0,0.05,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,136,visible,358.574,96.90100000000001,2.125,175,1.0,0.05,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,137,visible,358.759,99.01799999999999,2.125,175,1.0,0.05,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,138,visible,357.861,100.944,2.125,205,1.0,0.05,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,139,visible,355.935,101.84200000000001,2.125,245,1.0,0.05,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8605-9a6f4c83-affb-4f07-b33d-ffc725c9ec81,140,visible,353.842,101.473,2.125,280,0.98,0.05,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
