pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-0134-b92faa73-525e-44f4-8649-86f31860977d,facing-0134-b92faa73-525e-44f4-8649-86f31860977d,copying-0134-b92faa73-525e-44f4-8649-86f31860977d,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
0134-b92faa73-525e-44f4-8649-86f31860977d,21,visible,216.641,236.592,2.125,32,0.65,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,22,visible,218.71200000000002,236.114,2.125,77,0.6,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,23,visible,220.783,235.636,2.125,77,0.5700000000000001,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,24,visible,222.854,235.158,2.125,77,0.65,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,25,visible,224.925,234.68,2.125,77,0.71,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,26,visible,226.99599999999998,234.202,2.125,77,0.6599999999999999,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,27,visible,229.067,233.72400000000002,2.125,77,0.6599999999999999,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,28,visible,231.138,233.24599999999998,2.125,77,0.65,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,29,visible,233.209,232.768,2.125,77,0.62,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,30,visible,235.28,232.29,2.125,77,0.63,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,31,visible,237.351,231.812,2.125,77,0.69,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,32,visible,239.422,231.334,2.125,77,0.73,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,33,visible,241.493,230.856,2.125,77,0.6599999999999999,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,34,visible,243.56400000000002,230.378,2.125,77,0.5800000000000001,0.01,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,35,visible,245.118,228.929,2.125,47,0.63,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,36,visible,245.56,226.85,2.125,12,0.71,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,37,visible,244.403,225.06799999999998,2.125,327,0.71,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,38,visible,242.433,224.27200000000002,2.125,292,0.8,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,39,visible,240.362,224.75,2.125,257,0.87,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,40,visible,239.083,226.447,2.125,217,0.9,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,41,visible,239.00900000000001,228.571,2.125,182,0.95,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,42,visible,240.166,230.35299999999998,2.125,147,0.98,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,43,visible,241.863,231.632,2.125,127,0.8200000000000001,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,44,visible,243.56,232.91099999999997,2.125,127,0.73,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,45,visible,245.257,234.19,2.125,127,0.69,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,46,visible,247.28900000000002,234.81099999999998,2.125,107,0.65,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,47,visible,249.245,233.981,2.125,67,0.62,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,48,visible,250.21,232.088,2.125,27,0.69,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,49,visible,249.91400000000002,229.984,2.125,352,0.79,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,50,visible,248.335,228.562,2.125,312,0.77,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,51,visible,246.226,228.303,2.125,277,0.9,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,52,visible,244.44400000000002,229.46,2.125,237,0.95,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,53,visible,243.82299999999998,231.49200000000002,2.125,197,0.93,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,54,visible,244.48,233.513,2.125,162,0.95,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,55,visible,246.17700000000002,234.792,2.125,127,0.95,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,56,visible,248.299,234.68099999999998,2.125,87,0.9,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,57,visible,249.85299999999998,233.232,2.125,47,0.89,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,58,visible,250.112,231.123,2.125,7,0.91,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,59,visible,249.114,229.247,2.125,332,0.92,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,60,visible,247.144,228.451,2.125,292,0.96,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,61,visible,245.123,229.108,2.125,252,1.0,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,62,visible,243.84400000000002,230.805,2.125,217,1.0,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,63,visible,243.955,232.92700000000002,2.125,177,1.0,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,64,visible,245.40400000000002,234.481,2.125,137,1.0,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,65,visible,247.483,234.923,2.125,102,1.0,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,66,visible,249.43900000000002,234.093,2.125,67,1.0,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,67,visible,250.40400000000002,232.2,2.125,27,1.0,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,68,visible,249.926,230.12900000000002,2.125,347,0.99,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,69,visible,248.229,228.85,2.125,307,1.0,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,70,visible,246.107,228.96099999999998,2.125,267,1.0,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,71,visible,244.553,230.41,2.125,227,0.95,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,72,visible,244.111,232.489,2.125,192,0.87,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,73,visible,245.109,234.365,2.125,152,0.86,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,74,visible,247.002,235.33,2.125,117,0.94,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,75,visible,249.106,235.03400000000002,2.125,82,0.87,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,76,visible,250.528,233.455,2.125,42,0.86,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,77,visible,250.787,231.34599999999998,2.125,7,0.89,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,78,visible,249.78900000000002,229.47,2.125,332,1.0,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,79,visible,248.092,228.19099999999997,2.125,307,1.0,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,80,visible,245.983,227.93200000000002,2.125,277,1.0,0.03,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,81,visible,243.87400000000002,227.673,2.125,277,1.0,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,82,visible,241.765,227.41400000000002,2.125,277,1.0,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,83,visible,239.65599999999998,227.155,2.125,277,1.0,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,84,visible,237.547,226.896,2.125,277,1.0,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,85,visible,235.438,226.637,2.125,277,1.0,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,86,visible,233.329,226.378,2.125,277,1.0,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,87,visible,231.22,226.11900000000003,2.125,277,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,88,visible,229.111,225.86,2.125,277,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,89,visible,227.002,225.601,2.125,277,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,90,visible,224.893,225.342,2.125,277,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,91,visible,222.78400000000002,225.083,2.125,277,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,92,visible,220.675,224.824,2.125,277,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,93,visible,218.56599999999997,224.565,2.125,277,1.0,0.04,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,94,visible,216.53400000000002,223.94400000000002,2.125,287,1.0,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,95,visible,215.226,222.269,2.125,322,1.0,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,96,visible,215.115,220.14700000000002,2.125,357,1.0,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,97,visible,215.00400000000002,218.025,2.125,357,1.0,0.04,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,98,visible,215.078,215.90099999999998,2.125,2,1.0,0.04,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,99,visible,216.86,214.74400000000003,2.125,57,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,100,visible,218.642,213.58700000000002,2.125,57,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,101,visible,220.424,212.43,2.125,57,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,102,visible,222.206,211.273,2.125,57,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,103,visible,223.988,210.11599999999999,2.125,57,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,104,visible,225.77,208.959,2.125,57,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,105,visible,227.55200000000002,207.80200000000002,2.125,57,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,106,visible,229.334,206.645,2.125,57,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,107,visible,231.11599999999999,205.488,2.125,57,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,108,visible,232.898,204.331,2.125,57,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,109,visible,234.68,203.174,2.125,57,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,110,visible,234.56900000000002,201.05200000000002,2.125,357,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,111,visible,234.458,198.93,2.125,357,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,112,visible,234.347,196.808,2.125,357,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,113,visible,234.236,194.68599999999998,2.125,357,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,114,visible,234.125,192.56400000000002,2.125,357,1.0,0.05,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,115,visible,234.014,190.442,2.125,357,1.0,0.05,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,116,visible,233.903,188.32,2.125,357,1.0,0.05,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,117,visible,233.792,186.19799999999998,2.125,357,1.0,0.05,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,118,visible,233.68099999999998,184.076,2.125,357,1.0,0.05,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,119,visible,233.57,181.954,2.125,357,1.0,0.05,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,120,visible,233.459,179.832,2.125,357,1.0,0.05,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,121,visible,233.34799999999998,177.71,2.125,357,1.0,0.05,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,122,visible,233.237,175.588,2.125,357,1.0,0.05,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,123,visible,233.12599999999998,173.46599999999998,2.125,357,1.0,0.05,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,124,visible,233.015,171.34400000000002,2.125,357,1.0,0.05,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,125,visible,232.90400000000002,169.222,2.125,357,1.0,0.05,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,126,visible,232.793,167.1,2.125,357,1.0,0.05,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,127,visible,232.68200000000002,164.97799999999998,2.125,357,1.0,0.05,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,128,visible,231.37400000000002,163.303,2.125,322,1.0,0.05,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,129,visible,229.925,161.749,2.125,317,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,130,visible,228.476,160.195,2.125,317,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,131,visible,227.02700000000002,158.641,2.125,317,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,132,visible,225.578,157.08700000000002,2.125,317,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,133,visible,224.12900000000002,155.533,2.125,317,1.0,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,134,visible,222.68,153.97899999999998,2.125,317,1.0,0.06,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,135,visible,221.231,152.425,2.125,317,1.0,0.06,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,136,visible,219.261,151.629,2.125,292,1.0,0.06,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,137,visible,217.139,151.74,2.125,267,1.0,0.06,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,138,visible,215.017,151.851,2.125,267,1.0,0.06,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,139,visible,212.895,151.96200000000002,2.125,267,1.0,0.06,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,140,visible,210.773,152.07299999999998,2.125,267,1.0,0.06,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,141,visible,208.89700000000002,153.071,2.125,242,1.0,0.06,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,142,visible,207.021,154.069,2.125,242,1.0,0.06,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,143,visible,205.145,155.067,2.125,242,1.0,0.06,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,144,visible,203.269,156.065,2.125,242,1.0,0.06,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,145,visible,201.393,157.063,2.125,242,1.0,0.06,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,146,visible,199.517,158.061,2.125,242,1.0,0.06,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,147,visible,197.641,159.059,2.125,242,1.0,0.06,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,148,visible,196.08700000000002,160.50799999999998,2.125,227,1.0,0.06,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,149,visible,195.645,162.58700000000002,2.125,192,1.0,0.06,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
