pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-7913-8125501c-a568-487d-94b5-09e48bfbc88d,facing-7913-8125501c-a568-487d-94b5-09e48bfbc88d,copying-7913-8125501c-a568-487d-94b5-09e48bfbc88d,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
7913-8125501c-a568-487d-94b5-09e48bfbc88d,11,visible,137.898,20.09,2.125,220,0.6699999999999999,0.57,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,12,visible,133.31799999999998,25.548000000000002,7.125,220,0.7,0.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,13,visible,128.738,31.006,7.125,220,0.76,0.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,14,visible,124.15799999999999,36.464,7.125,220,0.8,0.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,15,visible,119.57799999999999,41.922,7.125,220,0.86,0.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,16,visible,114.99799999999999,47.38,7.125,220,0.91,0.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,17,visible,113.632,49.008,2.125,220,0.93,0.57,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,18,visible,109.052,54.466,7.125,220,0.94,0.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,19,visible,104.47200000000001,59.924,7.125,220,0.94,0.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,20,visible,102.035,66.619,7.125,200,0.93,0.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,21,visible,97.455,72.077,7.125,220,0.95,0.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,22,visible,96.834,79.175,7.125,185,0.93,0.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,23,visible,96.213,86.273,7.125,185,0.93,0.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,24,visible,92.126,92.109,7.125,215,0.91,0.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,25,visible,92.74700000000001,99.20700000000001,7.125,175,0.87,0.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,26,visible,90.31,105.902,7.125,200,0.83,0.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,27,visible,87.87299999999999,112.59700000000001,7.125,200,0.76,0.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,28,visible,88.494,119.695,7.125,175,0.71,0.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,29,visible,86.057,126.39,7.125,200,0.69,0.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,30,visible,87.294,133.407,7.125,170,0.64,0.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,31,visible,85.45,140.289,7.125,195,0.64,0.57,False,False,False,True,False,False,True,False,False,,False,True,True,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,32,visible,89.01299999999999,146.459,7.125,150,0.61,0.57,False,False,False,True,False,False,True,False,False,,False,True,True,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,33,visible,90.23200000000001,148.2,2.125,145,0.61,0.57,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,34,visible,91.86,149.566,2.125,130,0.61,0.57,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,35,visible,92.587,151.563,2.125,160,0.61,0.57,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,36,visible,92.772,153.68,2.125,175,0.61,0.58,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,37,visible,91.71,155.52,2.125,210,0.6,0.58,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,38,visible,89.273,162.215,7.125,200,0.5700000000000001,0.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,39,visible,89.89399999999999,169.313,7.125,175,0.54,0.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,40,visible,89.273,176.41099999999997,7.125,185,0.52,0.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,41,visible,85.186,182.247,7.125,215,0.49,0.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,42,visible,85.186,189.372,7.125,180,0.45,0.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,43,visible,82.175,195.829,7.125,205,0.41,0.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,44,visible,80.956,197.57,2.125,215,0.35,0.58,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,45,visible,79.737,199.31099999999998,2.125,215,0.33,0.58,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,46,visible,79.55199999999999,201.428,2.125,185,0.31000000000000005,0.58,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,47,visible,80.102,203.481,2.125,165,0.30000000000000004,0.58,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,48,visible,81.73,204.847,2.125,130,0.31000000000000005,0.58,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,49,visible,83.855,204.847,2.125,90,0.31999999999999995,0.58,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,50,visible,85.48299999999999,203.481,2.125,50,0.33,0.58,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,51,visible,86.70200000000001,201.74,2.125,35,0.34,0.58,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,52,visible,86.333,199.64700000000002,2.125,350,0.35,0.58,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,53,visible,84.705,198.28099999999998,2.125,310,0.34,0.58,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,54,visible,82.58,198.28099999999998,2.125,270,0.31999999999999995,0.58,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,55,visible,80.952,199.64700000000002,2.125,230,0.30000000000000004,0.58,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,56,visible,80.402,201.7,2.125,195,0.28,0.58,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,57,visible,81.3,203.62599999999998,2.125,155,0.27,0.58,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,58,visible,83.226,204.524,2.125,115,0.27,0.58,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,59,visible,85.223,205.25099999999998,2.125,110,0.28,0.58,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,60,visible,87.22,205.97799999999998,2.125,110,0.27,0.58,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,61,visible,88.961,207.197,2.125,125,0.28,0.58,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,62,visible,88.961,209.322,2.125,180,0.29000000000000004,0.58,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,63,visible,88.961,211.447,2.125,180,0.29000000000000004,0.58,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,64,visible,88.961,213.572,2.125,180,0.29000000000000004,0.58,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,65,visible,90.589,214.938,2.125,130,0.27,0.58,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,66,visible,92.21700000000001,216.304,2.125,130,0.29000000000000004,0.58,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,67,visible,93.845,217.67,2.125,130,0.30000000000000004,0.58,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,68,visible,95.898,218.22,2.125,105,0.31000000000000005,0.58,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,69,visible,96.96,216.38,2.125,30,0.31000000000000005,0.58,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,70,visible,98.022,214.54,2.125,30,0.31000000000000005,0.58,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,71,visible,99.085,212.7,2.125,30,0.34,0.58,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,72,visible,100.147,210.86,2.125,30,0.36,0.58,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,73,visible,101.21,209.02,2.125,30,0.36,0.58,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,74,visible,102.272,207.18,2.125,30,0.35,0.58,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,75,visible,102.999,205.183,2.125,20,0.36,0.58,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,76,visible,102.63,203.09,2.125,350,0.37,0.58,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,77,visible,103.52799999999999,201.16400000000002,2.125,25,0.36,0.58,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,78,visible,104.89399999999999,199.53599999999997,2.125,40,0.37,0.58,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,79,visible,104.89399999999999,197.41099999999997,2.125,0,0.37,0.58,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,80,visible,105.444,195.358,2.125,15,0.38,0.58,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,81,visible,106.171,193.361,2.125,20,0.4,0.58,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,82,visible,105.986,191.24400000000003,2.125,355,0.42,0.58,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,83,visible,105.801,189.127,2.125,355,0.42,0.58,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,84,visible,105.616,187.01,2.125,355,0.4300000000000001,0.58,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,85,visible,105.431,184.893,2.125,355,0.45,0.58,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,86,visible,104.704,182.896,2.125,340,0.48,0.58,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,87,visible,103.977,180.899,2.125,340,0.48,0.58,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,88,visible,103.977,178.774,2.125,0,0.49,0.58,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,89,visible,100.415,172.604,7.125,330,0.49,0.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,90,visible,96.853,166.43400000000003,7.125,330,0.47,0.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,91,visible,93.29,160.264,7.125,330,0.46,0.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,92,visible,88.71,154.806,7.125,320,0.45,0.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,93,visible,85.147,148.636,7.125,330,0.4300000000000001,0.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,94,visible,81.585,142.466,7.125,330,0.41,0.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,95,visible,78.02199999999999,136.296,7.125,330,0.41,0.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,96,visible,72.186,132.209,7.125,305,0.4,0.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,97,visible,69.175,125.75200000000001,7.125,335,0.37,0.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,98,visible,63.005,122.189,7.125,300,0.35,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,99,visible,58.918,116.353,7.125,325,0.30000000000000004,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,100,visible,52.461000000000006,113.34200000000001,7.125,295,0.28,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,101,visible,47.423,108.304,7.125,315,0.24,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,102,visible,40.406,107.06700000000001,7.125,280,0.24,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,103,visible,34.236,103.50399999999999,7.125,300,0.21,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,104,visible,27.111,103.50399999999999,7.125,270,0.18999999999999995,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,105,visible,25.37,102.285,2.125,305,0.17000000000000004,0.59,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,106,visible,23.629,101.066,2.125,305,0.16000000000000006,0.59,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,107,visible,22.263,99.43799999999999,2.125,320,0.14,0.59,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,108,visible,22.078000000000003,97.321,2.125,355,0.15000000000000002,0.59,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,109,visible,23.296999999999997,95.58,2.125,35,0.15000000000000002,0.59,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,110,visible,25.35,95.03,2.125,75,0.15000000000000002,0.59,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,111,visible,27.276,95.928,2.125,115,0.15000000000000002,0.59,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,112,visible,28.003,97.925,2.125,160,0.15000000000000002,0.59,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,113,visible,28.73,99.92200000000001,2.125,160,0.15000000000000002,0.59,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,114,visible,29.949,101.663,2.125,145,0.14,0.59,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,115,visible,31.576999999999998,103.029,2.125,130,0.14,0.59,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,116,visible,33.205,104.395,2.125,130,0.14,0.59,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,117,visible,34.833,105.76100000000001,2.125,130,0.14,0.59,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,118,visible,36.95,105.57600000000001,2.125,85,0.14,0.59,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,119,visible,39.067,105.391,2.125,85,0.13,0.59,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,120,visible,40.808,104.17200000000001,2.125,55,0.13,0.59,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,121,visible,42.549,102.95299999999999,2.125,55,0.13,0.59,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,122,visible,44.29,101.734,2.125,55,0.13,0.59,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,123,visible,46.13,100.671,2.125,60,0.16000000000000006,0.59,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,124,visible,48.183,101.221,2.125,105,0.18000000000000005,0.59,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,125,visible,50.236000000000004,101.771,2.125,105,0.18999999999999995,0.59,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,126,visible,52.288999999999994,102.321,2.125,105,0.2,0.59,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,127,visible,54.129,101.258,2.125,60,0.18000000000000005,0.59,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,128,visible,55.968999999999994,100.195,2.125,60,0.18999999999999995,0.59,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,129,visible,62.986000000000004,98.958,7.125,80,0.18999999999999995,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,130,visible,70.003,100.195,7.125,100,0.24,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,131,visible,77.02,98.958,7.125,80,0.28,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,132,visible,83.477,101.969,7.125,115,0.29000000000000004,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,133,visible,90.494,100.73200000000001,7.125,80,0.30000000000000004,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,134,visible,96.95100000000001,103.743,7.125,115,0.31000000000000005,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,135,visible,103.40799999999999,106.75399999999999,7.125,115,0.33,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,136,visible,110.425,105.51700000000001,7.125,80,0.34,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,137,visible,117.307,107.361,7.125,105,0.36,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,138,visible,124.189,105.51700000000001,7.125,75,0.38,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,139,visible,131.20600000000002,104.28,7.125,80,0.41,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,140,visible,138.088,106.124,7.125,105,0.45,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,141,visible,144.97,104.28,7.125,75,0.49,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,142,visible,152.06799999999998,104.90100000000001,7.125,95,0.53,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,143,visible,158.763,102.464,7.125,70,0.55,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,144,visible,165.888,102.464,7.125,90,0.5900000000000001,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,145,visible,172.583,100.027,7.125,70,0.6599999999999999,0.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
