pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-8021-418995b0-cd5d-42f1-bb05-f7aa09216070,facing-8021-418995b0-cd5d-42f1-bb05-f7aa09216070,copying-8021-418995b0-cd5d-42f1-bb05-f7aa09216070,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,36,visible,265.51599999999996,64.817,2.125,207,0.78,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,37,visible,265.994,66.888,2.125,167,0.78,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,38,visible,267.573,68.31,2.125,132,0.8200000000000001,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,39,visible,269.594,67.653,2.125,72,0.86,0.02,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,40,visible,271.615,66.99600000000001,2.125,72,0.88,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,41,visible,273.63599999999997,66.339,2.125,72,0.9,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,42,visible,275.657,65.682,2.125,72,0.88,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,43,visible,277.736,66.124,2.125,102,0.86,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,44,visible,278.566,68.08,2.125,157,0.87,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,45,visible,279.39599999999996,70.036,2.125,157,0.9,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,46,visible,280.226,71.992,2.125,157,0.9,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,47,visible,281.056,73.94800000000001,2.125,157,0.93,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,48,visible,282.21299999999997,75.73,2.125,147,0.93,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,49,visible,284.245,76.351,2.125,107,0.94,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,50,visible,286.277,76.972,2.125,107,0.92,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,51,visible,288.309,77.593,2.125,107,0.9,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,52,visible,290.341,78.214,2.125,107,0.88,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,53,visible,292.373,78.835,2.125,107,0.86,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,54,visible,294.405,79.456,2.125,107,0.85,0.03,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,55,visible,295.71299999999997,81.131,2.125,142,0.87,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,56,visible,295.824,83.25299999999999,2.125,177,0.89,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,57,visible,294.85900000000004,85.146,2.125,207,0.9,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,58,visible,293.894,87.039,2.125,207,0.9,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,59,visible,293.82,89.163,2.125,182,0.93,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,60,visible,295.128,90.838,2.125,142,0.92,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,61,visible,297.098,91.634,2.125,112,0.89,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,62,visible,299.119,90.977,2.125,72,0.92,0.03,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,63,visible,301.14,90.32,2.125,72,0.93,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,64,visible,303.161,89.663,2.125,72,0.93,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,65,visible,305.182,89.006,2.125,72,0.93,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,66,visible,307.203,88.34899999999999,2.125,72,0.96,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,67,visible,309.224,87.69200000000001,2.125,72,0.95,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,68,visible,311.245,87.035,2.125,72,0.93,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,69,visible,313.26599999999996,86.37799999999999,2.125,72,0.92,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,70,visible,315.28700000000003,85.721,2.125,72,0.9,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,71,visible,317.308,85.064,2.125,72,0.92,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,72,visible,319.329,84.40700000000001,2.125,72,0.96,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,73,visible,321.35,83.75,2.125,72,0.97,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,74,visible,323.371,83.09299999999999,2.125,72,0.98,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,75,visible,325.392,82.436,2.125,72,0.98,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,76,visible,327.413,81.779,2.125,72,0.96,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,77,visible,325.443,80.983,2.125,292,0.97,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,78,visible,323.473,80.187,2.125,292,0.95,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,79,visible,321.503,79.391,2.125,292,0.92,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,80,visible,319.533,78.595,2.125,292,0.89,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,81,visible,317.563,77.79899999999999,2.125,292,0.9,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,82,visible,315.593,77.003,2.125,292,0.9,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,83,visible,313.623,76.207,2.125,292,0.86,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,84,visible,311.653,75.411,2.125,292,0.84,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,85,visible,309.683,74.615,2.125,292,0.83,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,86,visible,307.71299999999997,73.819,2.125,292,0.84,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,87,visible,306.264,72.265,2.125,317,0.8200000000000001,0.04,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,88,visible,306.70599999999996,70.186,2.125,12,0.8200000000000001,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,89,visible,307.14799999999997,68.107,2.125,12,0.84,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,90,visible,307.59,66.028,2.125,12,0.86,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,91,visible,308.032,63.949,2.125,12,0.85,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,92,visible,308.474,61.87,2.125,12,0.84,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,93,visible,308.916,59.791000000000004,2.125,12,0.84,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,94,visible,309.358,57.711999999999996,2.125,12,0.83,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,95,visible,309.8,55.633,2.125,12,0.79,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,96,visible,308.351,54.07899999999999,2.125,317,0.8200000000000001,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,97,visible,306.902,52.525,2.125,317,0.8,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,98,visible,305.453,50.971000000000004,2.125,317,0.78,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,99,visible,304.004,49.417,2.125,317,0.75,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,100,visible,302.555,47.863,2.125,317,0.75,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,101,visible,300.476,47.42100000000001,2.125,282,0.77,0.04,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,102,visible,298.397,46.979,2.125,282,0.74,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,103,visible,296.441,47.809,2.125,247,0.71,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,104,visible,296.737,49.913000000000004,2.125,172,0.6699999999999999,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,105,visible,298.316,51.335,2.125,132,0.6799999999999999,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,106,visible,300.425,51.593999999999994,2.125,97,0.7,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,107,visible,302.534,51.853,2.125,97,0.7,0.05,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,108,visible,304.316,50.696000000000005,2.125,57,0.71,0.05,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,109,visible,304.575,48.586999999999996,2.125,7,0.7,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,110,visible,304.834,46.478,2.125,7,0.6799999999999999,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,111,visible,305.093,44.369,2.125,7,0.7,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,112,visible,305.35200000000003,42.26,2.125,7,0.7,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,113,visible,306.631,40.563,2.125,37,0.6799999999999999,0.05,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,114,visible,308.601,41.358999999999995,2.125,112,0.6799999999999999,0.05,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,115,visible,310.57099999999997,42.155,2.125,112,0.6699999999999999,0.05,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,116,visible,310.312,44.263999999999996,2.125,187,0.7,0.05,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,117,visible,309.186,46.066,2.125,212,0.72,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,118,visible,308.06,47.868,2.125,212,0.72,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,119,visible,306.934,49.67,2.125,212,0.71,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,120,visible,305.808,51.472,2.125,212,0.7,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,121,visible,304.682,53.273999999999994,2.125,212,0.69,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,122,visible,305.99,54.949,2.125,142,0.6699999999999999,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,123,visible,307.298,56.623999999999995,2.125,142,0.69,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,124,visible,308.606,58.299,2.125,142,0.69,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,125,visible,309.914,59.974,2.125,142,0.71,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,126,visible,311.222,61.648999999999994,2.125,142,0.72,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,127,visible,312.53,63.324,2.125,142,0.72,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,128,visible,313.83799999999997,64.999,2.125,142,0.73,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,129,visible,313.39599999999996,67.078,2.125,192,0.74,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,130,visible,312.954,69.157,2.125,192,0.73,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,131,visible,312.512,71.236,2.125,192,0.7,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,132,visible,312.07,73.315,2.125,192,0.71,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,133,visible,311.628,75.39399999999999,2.125,192,0.74,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,134,visible,311.186,77.473,2.125,192,0.73,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,135,visible,310.744,79.55199999999999,2.125,192,0.72,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,136,visible,310.302,81.631,2.125,192,0.73,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,137,visible,309.86,83.71,2.125,192,0.7,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,138,visible,309.418,85.789,2.125,192,0.73,0.05,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,139,visible,307.743,87.09700000000001,2.125,232,0.7,0.06,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,140,visible,305.621,87.208,2.125,267,0.6799999999999999,0.06,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,141,visible,303.92400000000004,85.929,2.125,307,0.6599999999999999,0.06,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,142,visible,303.267,83.90799999999999,2.125,342,0.6599999999999999,0.06,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,143,visible,304.063,81.93799999999999,2.125,22,0.6799999999999999,0.06,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,144,visible,305.845,80.781,2.125,57,0.73,0.06,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
