pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,facing-1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,copying-1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,nearby-4640-2b79e5c5-b166-4e80-8e4f-4726b0968225,facing-4640-2b79e5c5-b166-4e80-8e4f-4726b0968225,copying-4640-2b79e5c5-b166-4e80-8e4f-4726b0968225,nearby-4791-f9e8da9b-aa8b-4091-bffd-6eb9ffde21ae,facing-4791-f9e8da9b-aa8b-4091-bffd-6eb9ffde21ae,copying-4791-f9e8da9b-aa8b-4091-bffd-6eb9ffde21ae,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,46,visible,286.202,69.73100000000001,7.125,324,0.9,0.62,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,47,visible,284.238,62.882,7.125,344,0.91,0.62,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,48,visible,285.353,55.845,7.125,9,0.85,0.62,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,49,visible,290.302,50.72,7.125,44,0.81,0.62,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,50,visible,297.388,49.975,7.125,84,0.77,0.62,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,51,visible,304.425,51.09,7.125,99,0.76,0.62,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,52,visible,310.934,53.988,7.125,114,0.74,0.62,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,53,visible,317.443,56.886,7.125,114,0.75,0.62,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,54,visible,323.952,59.784,7.125,114,0.79,0.62,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,55,visible,330.94599999999997,58.424,7.125,79,0.86,0.62,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,56,visible,337.795,56.46,7.125,74,0.86,0.62,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,57,visible,342.279,50.923,7.125,39,0.85,0.62,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,58,visible,346.26300000000003,45.016000000000005,7.125,34,0.81,0.62,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,59,visible,349.161,38.507,7.125,24,0.74,0.62,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,60,visible,352.059,31.998,7.125,24,0.69,0.62,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,61,visible,357.436,27.324,7.125,49,0.61,0.62,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,62,visible,364.285,25.36,7.125,74,0.61,0.62,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,63,visible,371.409,25.236,7.125,89,0.5900000000000001,0.62,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,64,visible,376.94599999999997,29.72,7.125,129,0.62,0.62,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,65,visible,380.616,35.827,7.125,149,0.65,0.62,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,66,visible,379.501,42.864,7.125,189,0.71,0.62,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,67,visible,374.55199999999996,47.989,7.125,224,0.77,0.62,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,68,visible,367.466,48.733999999999995,7.125,264,0.84,0.62,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,,True,False,True,copying,True,True,0.505
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,69,visible,360.38,49.479,7.125,264,0.86,0.62,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,,True,False,True,copying,True,True,0.51
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,70,visible,353.29400000000004,50.224,7.125,264,0.88,0.62,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,,True,False,True,copying,True,True,0.505
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,71,visible,346.208,50.968999999999994,7.125,264,0.85,0.62,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,,True,False,True,copying,True,True,0.5
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,72,visible,339.12199999999996,51.714,7.125,264,0.8200000000000001,0.62,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,,True,False,True,copying,True,True,0.515
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,73,visible,332.036,52.458999999999996,7.125,264,0.79,0.62,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,,True,False,True,copying,True,True,0.515
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,74,visible,324.95,53.20399999999999,7.125,264,0.78,0.63,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,,True,False,True,copying,True,True,0.52
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,75,visible,317.86400000000003,53.949,7.125,264,0.79,0.63,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,,True,False,True,copying,True,True,0.51
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,76,visible,310.778,54.693999999999996,7.125,264,0.8200000000000001,0.63,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,,True,False,True,copying,True,True,0.5
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,77,visible,303.692,55.43899999999999,7.125,264,0.84,0.63,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,,True,False,True,copying,True,True,0.475
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,78,visible,298.315,60.113,7.125,229,0.84,0.63,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,79,visible,292.938,64.78699999999999,7.125,229,0.87,0.63,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,80,visible,290.618,71.524,7.125,199,0.88,0.63,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,81,visible,292.582,78.373,7.125,164,0.88,0.63,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,82,visible,296.77,84.137,7.125,144,0.89,0.63,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,83,visible,300.95799999999997,89.90100000000001,7.125,144,0.86,0.63,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,84,visible,305.14599999999996,95.665,7.125,144,0.85,0.63,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,85,visible,309.334,101.429,7.125,144,0.8200000000000001,0.63,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,86,visible,313.522,107.193,7.125,144,0.84,0.63,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,87,visible,317.71,112.95700000000001,7.125,144,0.84,0.63,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,88,visible,321.89799999999997,118.721,7.125,144,0.86,0.63,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,89,visible,323.258,125.715,7.125,169,0.88,0.63,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,90,visible,324.618,132.709,7.125,169,0.85,0.63,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,91,visible,323.503,139.746,7.125,189,0.8200000000000001,0.63,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,92,visible,320.605,146.255,7.125,204,0.79,0.63,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,93,visible,317.707,152.764,7.125,204,0.76,0.63,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,94,visible,314.809,159.273,7.125,204,0.72,0.63,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,95,visible,311.911,165.782,7.125,204,0.7,0.63,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,96,visible,309.013,172.291,7.125,204,0.6699999999999999,0.63,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,97,visible,306.115,178.8,7.125,204,0.62,0.63,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,98,visible,301.166,183.925,7.125,224,0.56,0.63,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,99,visible,294.762,187.048,7.125,244,0.52,0.63,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,100,visible,288.358,190.171,7.125,244,0.48,0.63,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,101,visible,281.23400000000004,190.295,7.125,269,0.4300000000000001,0.63,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,102,visible,274.725,187.39700000000002,7.125,294,0.45,0.63,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,103,visible,270.051,182.02,7.125,319,0.45,0.63,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,104,visible,268.691,175.02599999999998,7.125,349,0.47,0.63,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,105,visible,267.94599999999997,167.94,7.125,354,0.48,0.63,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,106,visible,271.4,161.708,7.125,29,0.45,0.64,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,107,visible,278.249,159.744,7.125,74,0.44,0.64,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,108,visible,285.16200000000003,161.468,7.125,104,0.47,0.64,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,109,visible,292.075,163.192,7.125,104,0.48,0.64,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,110,visible,298.988,164.916,7.125,104,0.49,0.64,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,111,visible,305.901,166.64,7.125,104,0.47,0.64,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,112,visible,312.814,168.364,7.125,104,0.42,0.64,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,113,visible,319.466,165.81099999999998,7.125,69,0.4300000000000001,0.64,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,114,visible,323.95,160.274,7.125,39,0.44,0.64,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,115,visible,325.065,153.237,7.125,9,0.51,0.64,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,116,visible,326.18,146.2,7.125,9,0.5700000000000001,0.64,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,117,visible,324.216,139.351,7.125,344,0.65,0.64,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,,True,False,True,copying,False,False,0.6599999999999999
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,118,visible,322.252,132.502,7.125,344,0.69,0.64,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,,True,False,True,copying,False,False,0.74
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,119,visible,320.288,125.65299999999999,7.125,344,0.6799999999999999,0.64,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,,True,False,True,copying,False,False,0.74
