pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,facing-9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,copying-9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2591,visible,345.01199999999994,82.421,2.125,282,0.98,1.56,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2592,visible,343.13599999999997,83.419,2.125,242,0.94,1.56,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2593,visible,342.171,85.31200000000001,2.125,207,0.92,1.56,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2594,visible,342.649,87.383,2.125,167,0.91,1.56,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2595,visible,344.346,88.662,2.125,127,0.9,1.56,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2596,visible,346.47,88.736,2.125,92,0.91,1.56,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2597,visible,348.145,87.428,2.125,52,0.91,1.56,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2598,visible,348.76599999999996,85.396,2.125,17,0.92,1.56,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2599,visible,347.936,83.44,2.125,337,0.91,1.56,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2600,visible,346.134,82.314,2.125,302,0.89,1.56,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2601,visible,344.03,82.61,2.125,262,0.86,1.56,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2602,visible,342.476,84.059,2.125,227,0.8200000000000001,1.56,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2603,visible,342.217,86.16799999999999,2.125,187,0.79,1.56,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2604,visible,343.215,88.044,2.125,152,0.79,1.56,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2605,visible,346.56,94.335,7.125,152,0.79,1.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2606,visible,348.76199999999994,101.111,7.125,162,0.8200000000000001,1.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2607,visible,347.281,108.08,7.125,192,0.83,1.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2608,visible,345.8,115.04899999999999,7.125,192,0.81,1.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2609,visible,344.319,122.01799999999999,7.125,192,0.79,1.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2610,visible,342.838,128.987,7.125,192,0.76,1.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2611,visible,341.35699999999997,135.95600000000002,7.125,192,0.74,1.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2612,visible,339.876,142.925,7.125,192,0.69,1.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2613,visible,339.434,145.004,2.125,192,0.6699999999999999,1.57,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2614,visible,340.091,147.025,2.125,162,0.6599999999999999,1.57,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2615,visible,345.781,151.313,7.125,127,0.6599999999999999,1.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2616,visible,352.89599999999996,150.94,7.125,87,0.6799999999999999,1.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2617,visible,358.87199999999996,147.059,7.125,57,0.72,1.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2618,visible,364.848,143.178,7.125,57,0.75,1.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2619,visible,368.624,137.136,7.125,32,0.79,1.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2620,visible,365.84,130.577,7.125,337,0.83,1.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2621,visible,363.056,124.01799999999999,7.125,337,0.8200000000000001,1.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2622,visible,360.272,117.459,7.125,337,0.81,1.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2623,visible,357.48800000000006,110.9,7.125,337,0.78,1.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2624,visible,354.704,104.34100000000001,7.125,337,0.76,1.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2625,visible,353.101,97.399,7.125,347,0.75,1.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2626,visible,357.389,91.709,7.125,37,0.74,1.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2627,visible,361.67699999999996,86.01899999999999,7.125,37,0.76,1.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2628,visible,365.965,80.329,7.125,37,0.79,1.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2629,visible,370.25300000000004,74.639,7.125,37,0.79,1.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2630,visible,374.541,68.949,7.125,37,0.79,1.57,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2631,visible,376.624,62.135,7.125,17,0.78,1.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2632,visible,373.84,55.576,7.125,337,0.75,1.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2633,visible,367.798,51.8,7.125,302,0.69,1.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2634,visible,360.74199999999996,52.792,7.125,262,0.63,1.57,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2635,visible,355.531,57.651,7.125,227,0.6,1.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2636,visible,357.134,64.593,7.125,167,0.6,1.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2637,visible,358.73699999999997,71.535,7.125,167,0.63,1.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2638,visible,359.11,78.65,7.125,177,0.65,1.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2639,visible,354.82199999999995,84.34,7.125,217,0.6599999999999999,1.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2640,visible,350.534,90.03,7.125,217,0.64,1.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2641,visible,346.246,95.72,7.125,217,0.62,1.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2642,visible,342.365,89.744,7.125,327,0.5900000000000001,1.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2643,visible,343.233,82.67200000000001,7.125,7,0.56,1.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2644,visible,348.001,77.377,7.125,42,0.5700000000000001,1.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2645,visible,354.777,75.175,7.125,72,0.5900000000000001,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2646,visible,361.55300000000005,72.973,7.125,72,0.61,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2647,visible,368.329,70.771,7.125,72,0.62,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2648,visible,375.105,68.569,7.125,72,0.63,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2649,visible,381.881,66.367,7.125,72,0.65,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2650,visible,388.657,64.165,7.125,72,0.6599999999999999,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2651,visible,395.43300000000005,61.963,7.125,72,0.6799999999999999,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2652,visible,402.209,59.761,7.125,72,0.7,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2653,visible,408.985,57.559,7.125,72,0.72,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2654,visible,413.75300000000004,52.263999999999996,7.125,42,0.74,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2655,visible,418.52099999999996,46.968999999999994,7.125,42,0.73,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2656,visible,423.289,41.674,7.125,42,0.71,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2657,visible,428.05699999999996,36.379,7.125,42,0.6799999999999999,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2658,visible,432.825,31.084,7.125,42,0.65,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2659,visible,437.593,25.789,7.125,42,0.63,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2660,visible,442.361,20.494,7.125,42,0.63,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2661,visible,447.129,15.199000000000002,7.125,42,0.6,1.58,False,False,False,True,False,True,True,False,False,,False,True,True,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2662,visible,448.255,13.397,2.125,32,0.6,1.58,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2663,visible,448.144,11.275,2.125,357,0.6,1.58,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2664,visible,446.695,9.721,2.125,317,0.5900000000000001,1.58,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2665,visible,445.246,8.167,2.125,317,0.5900000000000001,1.58,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2666,visible,443.79699999999997,6.6129999999999995,2.125,317,0.5700000000000001,1.58,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2667,visible,442.348,5.059,2.125,317,0.56,1.58,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2668,visible,443.95099999999996,12.001,7.125,167,0.54,1.58,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2669,visible,448.338,17.616,7.125,142,0.55,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2670,visible,452.725,23.230999999999998,7.125,142,0.5800000000000001,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2671,visible,457.11199999999997,28.846,7.125,142,0.61,1.58,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2672,visible,461.499,34.461,7.125,142,0.65,1.59,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2673,visible,463.102,41.403,7.125,167,0.69,1.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2674,visible,459.86699999999996,47.751000000000005,7.125,207,0.75,1.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2675,visible,454.25199999999995,52.138000000000005,7.125,232,0.79,1.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2676,visible,448.63699999999994,56.525,7.125,232,0.81,1.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2677,visible,443.022,60.912,7.125,232,0.83,1.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2678,visible,439.787,67.26,7.125,207,0.83,1.59,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2679,visible,440.16,74.375,7.125,177,0.85,1.59,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2680,visible,440.533,81.49,7.125,177,0.88,1.59,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2681,visible,440.906,88.605,7.125,177,0.92,1.59,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2682,visible,441.279,95.72,7.125,177,0.94,1.59,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2683,visible,441.652,102.835,7.125,177,0.97,1.59,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2684,visible,442.025,109.95,7.125,177,0.99,1.59,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2685,visible,442.398,117.065,7.125,177,1.0,1.59,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2686,visible,442.77099999999996,124.18,7.125,177,1.0,1.59,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2687,visible,443.144,131.295,7.125,177,1.0,1.59,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2688,visible,443.255,133.417,2.125,177,0.98,1.59,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2689,visible,442.459,135.387,2.125,202,0.97,1.59,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2690,visible,440.67699999999996,136.54399999999998,2.125,237,0.98,1.59,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2691,visible,438.56800000000004,136.285,2.125,277,0.97,1.59,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2692,visible,436.98900000000003,134.863,2.125,312,0.97,1.59,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2693,visible,436.51099999999997,132.792,2.125,347,0.96,1.59,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2694,visible,437.476,130.899,2.125,27,0.98,1.59,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2695,visible,439.352,129.901,2.125,62,1.0,1.59,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2696,visible,441.431,130.343,2.125,102,1.0,1.59,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2697,visible,442.73900000000003,132.018,2.125,142,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2698,visible,442.85,134.14,2.125,177,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2699,visible,441.57099999999997,135.83700000000002,2.125,217,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2700,visible,439.55,136.494,2.125,252,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2701,visible,437.58,135.69799999999998,2.125,292,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2702,visible,436.582,133.822,2.125,332,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2703,visible,435.584,131.946,2.125,332,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2704,visible,435.843,129.83700000000002,2.125,7,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2705,visible,437.965,129.726,2.125,87,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2706,visible,439.767,130.852,2.125,122,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2707,visible,440.42400000000004,132.873,2.125,162,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2708,visible,439.80300000000005,134.905,2.125,197,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2709,visible,439.18199999999996,136.937,2.125,197,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2710,visible,437.4,138.094,2.125,237,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2711,visible,435.291,137.835,2.125,277,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2712,visible,433.712,136.41299999999998,2.125,312,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2713,visible,433.416,134.309,2.125,352,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2714,visible,434.381,132.416,2.125,27,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2715,visible,436.337,131.586,2.125,67,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2716,visible,438.369,132.207,2.125,107,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2717,visible,439.67699999999996,133.882,2.125,142,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2718,visible,439.603,136.006,2.125,182,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2719,visible,438.324,137.703,2.125,217,1.0,1.6,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2720,visible,436.25300000000004,138.181,2.125,257,1.0,1.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2721,visible,434.283,137.385,2.125,292,1.0,1.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2722,visible,433.285,135.509,2.125,332,1.0,1.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2723,visible,433.727,133.43,2.125,12,1.0,1.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2724,visible,435.281,131.981,2.125,47,1.0,1.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2725,visible,437.403,131.87,2.125,87,1.0,1.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2726,visible,439.1,133.149,2.125,127,1.0,1.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2727,visible,439.75699999999995,135.17,2.125,162,1.0,1.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2728,visible,438.961,137.14,2.125,202,1.0,1.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2729,visible,437.17900000000003,138.297,2.125,237,1.0,1.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2730,visible,435.07,138.03799999999998,2.125,277,1.0,1.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2731,visible,433.621,136.484,2.125,317,1.0,1.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2732,visible,433.325,134.38,2.125,352,1.0,1.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2733,visible,434.45099999999996,132.578,2.125,32,1.0,1.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,2734,visible,436.407,131.748,2.125,67,1.0,1.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
