date,n_players_planned,noise,gameid,pid,half,avg_score,n_players
2016-10-22-16-29-36-807,6,0,4046-4abced1c-9eaf-482f-bd41-085ad2a7dc78.csv,7833-dace3da3-ecc5-4969-aa7e-1efee49a4a18,first,0.20749999999999963,6
2016-10-22-16-29-36-807,6,0,4046-4abced1c-9eaf-482f-bd41-085ad2a7dc78.csv,7833-dace3da3-ecc5-4969-aa7e-1efee49a4a18,second,0.29333333333333267,6
2016-10-22-16-29-36-807,6,0,4046-4abced1c-9eaf-482f-bd41-085ad2a7dc78.csv,9387-85cddf0f-ea80-44b9-a741-8d3b92135050,first,0.20749999999999968,6
2016-10-22-16-29-36-807,6,0,4046-4abced1c-9eaf-482f-bd41-085ad2a7dc78.csv,9387-85cddf0f-ea80-44b9-a741-8d3b92135050,second,0.2975000000000003,6
2016-10-22-16-30-52-106,2,3,2302-2447a6aa-d4a8-46a8-afd1-b697989b1e95.csv,7571-d71b0a42-6a1a-4dc2-abf2-5790e86e74cf,first,0.193333333333333,2
2016-10-22-16-30-52-106,2,3,2302-2447a6aa-d4a8-46a8-afd1-b697989b1e95.csv,7571-d71b0a42-6a1a-4dc2-abf2-5790e86e74cf,second,0.4716666666666674,2
2016-10-22-16-30-52-106,2,3,2302-2447a6aa-d4a8-46a8-afd1-b697989b1e95.csv,8707-9eec2eb6-9698-4d7c-9521-64bac492a2c3,first,0.229166666666667,2
2016-10-22-16-30-52-106,2,3,2302-2447a6aa-d4a8-46a8-afd1-b697989b1e95.csv,8707-9eec2eb6-9698-4d7c-9521-64bac492a2c3,second,0.35249999999999965,2
2016-10-22-16-31-3-306,6,2,0494-6a27106c-daa7-4968-a551-608ea6f641f1.csv,0876-4bf93058-403b-49c3-a605-24878bb199d3,first,0.15000000000000038,6
2016-10-22-16-31-3-306,6,2,0494-6a27106c-daa7-4968-a551-608ea6f641f1.csv,0876-4bf93058-403b-49c3-a605-24878bb199d3,second,0.27416666666666706,6
2016-10-22-16-31-3-306,6,2,0494-6a27106c-daa7-4968-a551-608ea6f641f1.csv,3049-832712b8-81da-4ee4-a07b-1263ea722484,first,0.1600000000000013,6
2016-10-22-16-31-3-306,6,2,0494-6a27106c-daa7-4968-a551-608ea6f641f1.csv,3049-832712b8-81da-4ee4-a07b-1263ea722484,second,0.2683333333333336,6
2016-10-22-16-31-3-306,6,2,0494-6a27106c-daa7-4968-a551-608ea6f641f1.csv,4797-19bb1fa4-382e-420e-9323-81b5d5c31721,first,0.10250000000000051,6
2016-10-22-16-31-3-306,6,2,0494-6a27106c-daa7-4968-a551-608ea6f641f1.csv,4797-19bb1fa4-382e-420e-9323-81b5d5c31721,second,0.26249999999999984,6
2016-10-22-16-31-3-306,6,2,0494-6a27106c-daa7-4968-a551-608ea6f641f1.csv,4927-5de0dfc4-7dc4-4c2b-831a-4d57b0c22ecc,first,0.19833333333333295,6
2016-10-22-16-31-3-306,6,2,0494-6a27106c-daa7-4968-a551-608ea6f641f1.csv,4927-5de0dfc4-7dc4-4c2b-831a-4d57b0c22ecc,second,0.42916666666666986,6
2016-10-22-16-31-3-306,6,2,0494-6a27106c-daa7-4968-a551-608ea6f641f1.csv,7927-68f6bdbd-938f-477c-87d1-653fb74d985b,first,0.1349999999999998,6
2016-10-22-16-31-3-306,6,2,0494-6a27106c-daa7-4968-a551-608ea6f641f1.csv,7927-68f6bdbd-938f-477c-87d1-653fb74d985b,second,0.2599999999999997,6
2016-10-22-16-31-3-306,6,2,0494-6a27106c-daa7-4968-a551-608ea6f641f1.csv,9097-382c4040-266f-441b-b671-73fa5a601744,first,0.16166666666666882,6
2016-10-22-16-31-3-306,6,2,0494-6a27106c-daa7-4968-a551-608ea6f641f1.csv,9097-382c4040-266f-441b-b671-73fa5a601744,second,0.3849999999999999,6
2016-10-22-16-32-24-271,6,3,3990-8843fe70-0253-4992-96be-074c49df1001.csv,0893-e5eb721e-69a8-4819-9cae-76389228e408,first,0.19333333333333338,5
2016-10-22-16-32-24-271,6,3,3990-8843fe70-0253-4992-96be-074c49df1001.csv,0893-e5eb721e-69a8-4819-9cae-76389228e408,second,0.18083333333333362,5
2016-10-22-16-32-24-271,6,3,3990-8843fe70-0253-4992-96be-074c49df1001.csv,1454-3a2be92e-ac19-4f60-bdd6-f4d601b57422,first,0.2424999999999999,5
2016-10-22-16-32-24-271,6,3,3990-8843fe70-0253-4992-96be-074c49df1001.csv,1454-3a2be92e-ac19-4f60-bdd6-f4d601b57422,second,0.25500000000000056,5
2016-10-22-16-32-24-271,6,3,3990-8843fe70-0253-4992-96be-074c49df1001.csv,5928-7e38c59d-9b28-4888-ac58-89e70de18abc,first,0.2474999999999989,5
2016-10-22-16-32-24-271,6,3,3990-8843fe70-0253-4992-96be-074c49df1001.csv,5928-7e38c59d-9b28-4888-ac58-89e70de18abc,second,0.2416666666666677,5
2016-10-22-16-32-24-271,6,3,3990-8843fe70-0253-4992-96be-074c49df1001.csv,8001-2bd03f60-fb9a-43c2-9d1d-aa73d892495d,first,0.16916666666666555,5
2016-10-22-16-32-24-271,6,3,3990-8843fe70-0253-4992-96be-074c49df1001.csv,8001-2bd03f60-fb9a-43c2-9d1d-aa73d892495d,second,0.1575000000000007,5
2016-10-22-16-32-24-271,6,3,3990-8843fe70-0253-4992-96be-074c49df1001.csv,9360-c33a932e-d48c-45a7-9966-0df958e80fef,first,0.10250000000000055,5
2016-10-22-16-32-24-271,6,3,3990-8843fe70-0253-4992-96be-074c49df1001.csv,9360-c33a932e-d48c-45a7-9966-0df958e80fef,second,0.14666666666666597,5
2016-10-22-16-40-39-723,6,0,2026-b8ab4545-9aad-4fe4-8bec-21e708b64f40.csv,6447-ba9782c8-5867-43b3-8196-4880bc8e0c83,first,0.03916666666666675,2
2016-10-22-16-40-39-723,6,0,2026-b8ab4545-9aad-4fe4-8bec-21e708b64f40.csv,6447-ba9782c8-5867-43b3-8196-4880bc8e0c83,second,0.07666666666666637,2
2016-10-22-16-40-39-723,6,0,2026-b8ab4545-9aad-4fe4-8bec-21e708b64f40.csv,9377-8692895a-fce1-4cd3-ad9a-fc6b3eb670b3,first,0.1766666666666669,2
2016-10-22-16-40-39-723,6,0,2026-b8ab4545-9aad-4fe4-8bec-21e708b64f40.csv,9377-8692895a-fce1-4cd3-ad9a-fc6b3eb670b3,second,0.11750000000000023,2
2016-10-22-16-53-30-960,6,3,4436-b459b582-3d63-46bf-82d4-caba97c42b19.csv,6802-2bf1a515-368f-400c-9765-05b0808d976a,first,0.0633333333333337,1
2016-10-22-16-53-30-960,6,3,4436-b459b582-3d63-46bf-82d4-caba97c42b19.csv,6802-2bf1a515-368f-400c-9765-05b0808d976a,second,0.07666666666666674,1
2016-10-22-16-59-15-420,2,1,4238-e0623e99-553c-4af6-a728-45c164b5792b.csv,6271-859bad7f-a373-4349-8433-942423dd7511,first,0.38999999999999957,1
2016-10-22-16-59-15-420,2,1,4238-e0623e99-553c-4af6-a728-45c164b5792b.csv,6271-859bad7f-a373-4349-8433-942423dd7511,second,0.2649999999999995,1
2016-10-22-17-14-4-594,6,3,6639-9f5caf88-8466-42f0-b6d1-4637a50fb452.csv,4880-738562e5-5dd7-4cd5-b3b8-8c47c20a6d16,first,0.18249999999999972,1
2016-10-22-17-14-4-594,6,3,6639-9f5caf88-8466-42f0-b6d1-4637a50fb452.csv,4880-738562e5-5dd7-4cd5-b3b8-8c47c20a6d16,second,0.12416666666666619,1
2016-10-22-17-2-41-463,2,0,8178-260a76f7-c77f-4123-97c3-19810a428c43.csv,1463-a05514f4-bd9e-4b3c-84f7-bf2cb4a4e005,first,0.14833333333333326,1
2016-10-22-17-2-41-463,2,0,8178-260a76f7-c77f-4123-97c3-19810a428c43.csv,1463-a05514f4-bd9e-4b3c-84f7-bf2cb4a4e005,second,0.03833333333333287,1
2016-10-22-17-6-24-206,2,0,2681-7db33bb9-df70-48f3-8901-608fdf39a048.csv,0379-0af806d5-2c26-42b2-92e5-5f3a6d14dccd,first,0.27,1
2016-10-22-17-6-24-206,2,0,2681-7db33bb9-df70-48f3-8901-608fdf39a048.csv,0379-0af806d5-2c26-42b2-92e5-5f3a6d14dccd,second,0.18333333333333354,1
2016-10-23-14-46-0-328,3,3,3632-ed72b229-2a84-47e9-a78b-762bb9f60043.csv,2460-b733785e-e686-4c18-a1bf-f3f6c1dcd3f3,first,0.04666666666666651,1
2016-10-23-14-46-0-328,3,3,3632-ed72b229-2a84-47e9-a78b-762bb9f60043.csv,2460-b733785e-e686-4c18-a1bf-f3f6c1dcd3f3,second,0.26416666666666583,1
2016-10-23-14-46-23-568,4,2,8224-98a2cb69-249d-426f-aad5-c46823f24449.csv,0629-406a490b-c405-48e9-b959-d32a7ef1829d,first,0.33666666666666717,4
2016-10-23-14-46-23-568,4,2,8224-98a2cb69-249d-426f-aad5-c46823f24449.csv,0629-406a490b-c405-48e9-b959-d32a7ef1829d,second,0.2266666666666654,4
2016-10-23-14-46-23-568,4,2,8224-98a2cb69-249d-426f-aad5-c46823f24449.csv,1426-93ccb286-f412-4c61-9b39-b4959de7182c,first,0.3258333333333325,4
2016-10-23-14-46-23-568,4,2,8224-98a2cb69-249d-426f-aad5-c46823f24449.csv,1426-93ccb286-f412-4c61-9b39-b4959de7182c,second,0.29499999999999926,4
2016-10-23-14-46-23-568,4,2,8224-98a2cb69-249d-426f-aad5-c46823f24449.csv,2611-f3afce4a-dadd-4bd2-b8f0-b0a6c91e7b71,first,0.08666666666666714,4
2016-10-23-14-46-23-568,4,2,8224-98a2cb69-249d-426f-aad5-c46823f24449.csv,2611-f3afce4a-dadd-4bd2-b8f0-b0a6c91e7b71,second,0.10666666666666655,4
2016-10-23-14-46-23-568,4,2,8224-98a2cb69-249d-426f-aad5-c46823f24449.csv,5021-e45b6aa5-97eb-4cd1-979c-90579fba165a,first,0.09333333333333303,4
2016-10-23-14-46-23-568,4,2,8224-98a2cb69-249d-426f-aad5-c46823f24449.csv,5021-e45b6aa5-97eb-4cd1-979c-90579fba165a,second,0.10333333333333443,4
2016-10-23-14-46-52-935,6,2,7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150.csv,0125-5221d33f-41a2-4a34-8823-91eb3d8d1255,first,0.16000000000000184,6
2016-10-23-14-46-52-935,6,2,7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150.csv,0125-5221d33f-41a2-4a34-8823-91eb3d8d1255,second,0.2458333333333338,6
2016-10-23-14-46-52-935,6,2,7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150.csv,2827-e956dcd2-dfdd-4a28-a26c-d30cefe5378b,first,0.19999999999999943,6
2016-10-23-14-46-52-935,6,2,7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150.csv,2827-e956dcd2-dfdd-4a28-a26c-d30cefe5378b,second,0.33583333333333326,6
2016-10-23-14-46-52-935,6,2,7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150.csv,3361-78706324-9c1e-4c90-8278-83d0ac886c24,first,0.2549999999999991,6
2016-10-23-14-46-52-935,6,2,7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150.csv,3361-78706324-9c1e-4c90-8278-83d0ac886c24,second,0.4016666666666668,6
2016-10-23-14-46-52-935,6,2,7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150.csv,5641-0a98b967-8228-44b2-96f7-ec3e9aaf9bd0,first,0.049166666666666775,6
2016-10-23-14-46-52-935,6,2,7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150.csv,5641-0a98b967-8228-44b2-96f7-ec3e9aaf9bd0,second,0.22499999999999928,6
2016-10-23-14-46-52-935,6,2,7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150.csv,6236-fcd7a22c-bb3e-42f7-82a2-20307936bea1,first,0.39583333333333326,6
2016-10-23-14-46-52-935,6,2,7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150.csv,6236-fcd7a22c-bb3e-42f7-82a2-20307936bea1,second,0.3799999999999994,6
2016-10-23-14-46-52-935,6,2,7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150.csv,9569-256ea39f-6e2a-45b4-aef1-7ca43bbed365,first,0.3416666666666661,6
2016-10-23-14-46-52-935,6,2,7618-b95c4bc6-a4a3-4490-ab49-9fbbfb942150.csv,9569-256ea39f-6e2a-45b4-aef1-7ca43bbed365,second,0.3174999999999998,6
2016-10-23-14-47-23-349,4,2,2322-0bdc2871-bb9a-42b0-9164-89fdeda63850.csv,0330-607031a6-3b51-47c0-9e31-3ac7f2dfc222,first,0.028333333333333183,3
2016-10-23-14-47-23-349,4,2,2322-0bdc2871-bb9a-42b0-9164-89fdeda63850.csv,0330-607031a6-3b51-47c0-9e31-3ac7f2dfc222,second,0.10333333333333458,3
2016-10-23-14-47-23-349,4,2,2322-0bdc2871-bb9a-42b0-9164-89fdeda63850.csv,1349-dcc5841e-d687-45f0-aefd-0ba69aacf77c,first,0.4808333333333316,3
2016-10-23-14-47-23-349,4,2,2322-0bdc2871-bb9a-42b0-9164-89fdeda63850.csv,1349-dcc5841e-d687-45f0-aefd-0ba69aacf77c,second,0.2666666666666671,3
2016-10-23-14-47-23-349,4,2,2322-0bdc2871-bb9a-42b0-9164-89fdeda63850.csv,5508-8176bfac-fd5e-4099-8151-799855b4fc69,first,0.17583333333333262,3
2016-10-23-14-47-23-349,4,2,2322-0bdc2871-bb9a-42b0-9164-89fdeda63850.csv,5508-8176bfac-fd5e-4099-8151-799855b4fc69,second,0.2691666666666691,3
2016-10-23-14-48-11-28,3,0,2664-70f07a54-59f1-4119-8543-0e9d4244ad7b.csv,1089-80204a01-28c9-4aec-81d0-50d257f00729,first,0.14583333333333318,3
2016-10-23-14-48-11-28,3,0,2664-70f07a54-59f1-4119-8543-0e9d4244ad7b.csv,1089-80204a01-28c9-4aec-81d0-50d257f00729,second,0.05500000000000019,3
2016-10-23-14-48-11-28,3,0,2664-70f07a54-59f1-4119-8543-0e9d4244ad7b.csv,8581-58bdcc96-3c45-42c0-86e9-040c302ee6b2,first,0.11083333333333395,3
2016-10-23-14-48-11-28,3,0,2664-70f07a54-59f1-4119-8543-0e9d4244ad7b.csv,8581-58bdcc96-3c45-42c0-86e9-040c302ee6b2,second,0.09249999999999992,3
2016-10-23-14-48-11-28,3,0,2664-70f07a54-59f1-4119-8543-0e9d4244ad7b.csv,9584-e38625ad-ddf7-4220-ae11-e051480137a7,first,0.16249999999999978,3
2016-10-23-14-48-11-28,3,0,2664-70f07a54-59f1-4119-8543-0e9d4244ad7b.csv,9584-e38625ad-ddf7-4220-ae11-e051480137a7,second,0.45500000000000024,3
2016-10-23-14-48-41-27,4,2,8687-4f472f35-2465-4b5d-bb42-cf878cb1825d.csv,6141-86aff2a6-0cf3-4e18-a4f4-a0be54c9533e,first,0.16666666666666533,2
2016-10-23-14-48-41-27,4,2,8687-4f472f35-2465-4b5d-bb42-cf878cb1825d.csv,6141-86aff2a6-0cf3-4e18-a4f4-a0be54c9533e,second,0.17250000000000043,2
2016-10-23-14-48-41-27,4,2,8687-4f472f35-2465-4b5d-bb42-cf878cb1825d.csv,8634-470b7926-0919-4684-87dc-be57e06b006f,first,0.06416666666666752,2
2016-10-23-14-48-41-27,4,2,8687-4f472f35-2465-4b5d-bb42-cf878cb1825d.csv,8634-470b7926-0919-4684-87dc-be57e06b006f,second,0.21833333333333302,2
2016-10-23-14-49-15-758,5,1,4298-6e94a204-dbce-48d9-b02e-9827d729cfff.csv,0483-196e9cd8-6884-45dd-844c-09c81f340153,first,0.14666666666666603,3
2016-10-23-14-49-15-758,5,1,4298-6e94a204-dbce-48d9-b02e-9827d729cfff.csv,0483-196e9cd8-6884-45dd-844c-09c81f340153,second,0.332499999999999,3
2016-10-23-14-49-15-758,5,1,4298-6e94a204-dbce-48d9-b02e-9827d729cfff.csv,5287-f8b63ff7-1dfa-4efb-9ac1-360921eb35ce,first,0.09000000000000012,3
2016-10-23-14-49-15-758,5,1,4298-6e94a204-dbce-48d9-b02e-9827d729cfff.csv,5287-f8b63ff7-1dfa-4efb-9ac1-360921eb35ce,second,0.14916666666666703,3
2016-10-23-14-49-15-758,5,1,4298-6e94a204-dbce-48d9-b02e-9827d729cfff.csv,7457-4eb8ddd4-7e5f-4b1a-b933-f7d299d2e56e,first,0.05416666666666646,3
2016-10-23-14-49-15-758,5,1,4298-6e94a204-dbce-48d9-b02e-9827d729cfff.csv,7457-4eb8ddd4-7e5f-4b1a-b933-f7d299d2e56e,second,0.0433333333333336,3
2016-10-23-14-50-29-343,2,1,4474-67ca7620-4979-497a-b2d8-a513c4c2ea9c.csv,3753-8a34d3f3-1120-4047-a6d3-80b06266f7ab,first,0.19999999999999882,2
2016-10-23-14-50-29-343,2,1,4474-67ca7620-4979-497a-b2d8-a513c4c2ea9c.csv,3753-8a34d3f3-1120-4047-a6d3-80b06266f7ab,second,0.344166666666667,2
2016-10-23-14-50-29-343,2,1,4474-67ca7620-4979-497a-b2d8-a513c4c2ea9c.csv,9197-c2e42bef-4a34-4365-8340-770c5199ac67,first,0.14666666666666658,2
2016-10-23-14-50-29-343,2,1,4474-67ca7620-4979-497a-b2d8-a513c4c2ea9c.csv,9197-c2e42bef-4a34-4365-8340-770c5199ac67,second,0.1600000000000012,2
2016-10-23-14-50-37-196,2,0,2422-0c3c431c-3b3a-405f-8944-45d67f6831e7.csv,0903-ccb7f899-70f4-4d41-bb03-3b5113579d56,first,0.05500000000000021,2
2016-10-23-14-50-37-196,2,0,2422-0c3c431c-3b3a-405f-8944-45d67f6831e7.csv,0903-ccb7f899-70f4-4d41-bb03-3b5113579d56,second,0.16333333333333303,2
2016-10-23-14-50-37-196,2,0,2422-0c3c431c-3b3a-405f-8944-45d67f6831e7.csv,1906-66e25db5-94c5-4900-80b3-4f4d4ffa0208,first,0.11666666666666642,2
2016-10-23-14-50-37-196,2,0,2422-0c3c431c-3b3a-405f-8944-45d67f6831e7.csv,1906-66e25db5-94c5-4900-80b3-4f4d4ffa0208,second,0.16000000000000025,2
2016-10-23-14-50-53-298,3,0,5430-ccc18d6f-3946-42b2-8e01-5e93ff498e5c.csv,0515-f1ab7d06-60f4-4b65-93da-26d32384c48a,first,0.10583333333333261,2
2016-10-23-14-50-53-298,3,0,5430-ccc18d6f-3946-42b2-8e01-5e93ff498e5c.csv,0515-f1ab7d06-60f4-4b65-93da-26d32384c48a,second,0.20500000000000104,2
2016-10-23-14-50-53-298,3,0,5430-ccc18d6f-3946-42b2-8e01-5e93ff498e5c.csv,3359-b216cfd9-b9a7-4a83-b21e-c0906bc0d05d,first,0.08499999999999955,2
2016-10-23-14-50-53-298,3,0,5430-ccc18d6f-3946-42b2-8e01-5e93ff498e5c.csv,3359-b216cfd9-b9a7-4a83-b21e-c0906bc0d05d,second,0.049166666666666393,2
2016-10-23-14-51-37-69,3,2,1820-8e699d14-cac6-4bff-956e-09d45878010f.csv,2346-50b5bdce-8912-416a-9bfc-7931973be6af,first,0.17749999999999982,3
2016-10-23-14-51-37-69,3,2,1820-8e699d14-cac6-4bff-956e-09d45878010f.csv,2346-50b5bdce-8912-416a-9bfc-7931973be6af,second,0.21499999999999972,3
2016-10-23-14-51-37-69,3,2,1820-8e699d14-cac6-4bff-956e-09d45878010f.csv,2832-d39bc33e-17b9-45ec-afd7-f00484344998,first,0.16000000000000017,3
2016-10-23-14-51-37-69,3,2,1820-8e699d14-cac6-4bff-956e-09d45878010f.csv,2832-d39bc33e-17b9-45ec-afd7-f00484344998,second,0.26666666666666694,3
2016-10-23-14-51-37-69,3,2,1820-8e699d14-cac6-4bff-956e-09d45878010f.csv,8062-8f865140-1fba-47f7-9b10-92b7fea97245,first,0.09583333333333333,3
2016-10-23-14-51-37-69,3,2,1820-8e699d14-cac6-4bff-956e-09d45878010f.csv,8062-8f865140-1fba-47f7-9b10-92b7fea97245,second,0.20749999999999982,3
2016-10-23-14-51-50-450,5,1,1183-d665243e-b8e2-4b42-b2db-0d490e83eabe.csv,6242-f858af57-284a-4331-b32e-bd67ecdf6245,first,0.059166666666666944,5
2016-10-23-14-51-50-450,5,1,1183-d665243e-b8e2-4b42-b2db-0d490e83eabe.csv,6242-f858af57-284a-4331-b32e-bd67ecdf6245,second,0.24000000000000132,5
2016-10-23-14-51-50-450,5,1,1183-d665243e-b8e2-4b42-b2db-0d490e83eabe.csv,6667-45ff8424-7af5-4e89-8c50-79ff3cd60cb7,first,0.10833333333333287,5
2016-10-23-14-51-50-450,5,1,1183-d665243e-b8e2-4b42-b2db-0d490e83eabe.csv,6667-45ff8424-7af5-4e89-8c50-79ff3cd60cb7,second,0.1600000000000012,5
2016-10-23-14-51-50-450,5,1,1183-d665243e-b8e2-4b42-b2db-0d490e83eabe.csv,6955-eeb24a46-b479-49ec-9b17-567542d364eb,first,0.11666666666666638,5
2016-10-23-14-51-50-450,5,1,1183-d665243e-b8e2-4b42-b2db-0d490e83eabe.csv,6955-eeb24a46-b479-49ec-9b17-567542d364eb,second,0.08833333333333318,5
2016-10-23-14-51-50-450,5,1,1183-d665243e-b8e2-4b42-b2db-0d490e83eabe.csv,8408-cd502795-3c6a-459b-bb07-1df33c5081d0,first,0,5
2016-10-23-14-51-50-450,5,1,1183-d665243e-b8e2-4b42-b2db-0d490e83eabe.csv,8408-cd502795-3c6a-459b-bb07-1df33c5081d0,second,0.1316666666666665,5
2016-10-23-14-51-50-450,5,1,1183-d665243e-b8e2-4b42-b2db-0d490e83eabe.csv,9602-f38a3c42-73b6-4347-b56c-0957944ba9f3,first,0.15499999999999997,5
2016-10-23-14-51-50-450,5,1,1183-d665243e-b8e2-4b42-b2db-0d490e83eabe.csv,9602-f38a3c42-73b6-4347-b56c-0957944ba9f3,second,0.2658333333333335,5
