date,n_players_planned,noise,difficulty,gameid,pid,half,avg_score,n_players
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-44-51-962,2,3,high noise,350363129284.csv,1837-9f4d71f0-ed0a-4ea6-a244-9da2d5045599,second,0.794702380952381,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-44-51-962,2,3,high noise,350363129284.csv,4996-5f57f8d1-fc02-492a-abed-ed4a7ec41687,first,0.7095499999999999,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-44-51-962,2,3,high noise,350363129284.csv,4996-5f57f8d1-fc02-492a-abed-ed4a7ec41687,second,0.8469285714285715,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-44-59-750,4,0,high noise,506754359463.csv,0704-0950e5f2-c2f0-471e-a3de-24d283f31041,first,0.4951166666666667,4
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-44-59-750,4,0,high noise,506754359463.csv,0704-0950e5f2-c2f0-471e-a3de-24d283f31041,second,0.7136190476190479,4
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-44-59-750,4,0,high noise,506754359463.csv,1299-fb80df46-e388-4ba1-bff4-756d09c3e9a4,first,0.44182499999999997,4
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-44-59-750,4,0,high noise,506754359463.csv,1299-fb80df46-e388-4ba1-bff4-756d09c3e9a4,second,0.8136726190476187,4
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-44-59-750,4,0,high noise,506754359463.csv,2170-0ff5e8ca-bff8-4b41-923e-95997cd7a27e,first,0.5693999999999997,4
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-44-59-750,4,0,high noise,506754359463.csv,2170-0ff5e8ca-bff8-4b41-923e-95997cd7a27e,second,0.7695833333333332,4
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-44-59-750,4,0,high noise,506754359463.csv,4710-7162e54c-f969-49ce-a8a0-ee49e9cf7dde,first,0.5362999999999999,4
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-44-59-750,4,0,high noise,506754359463.csv,4710-7162e54c-f969-49ce-a8a0-ee49e9cf7dde,second,0.8008154761904758,4
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-46-32-863,2,1,high noise,946811519563.csv,7235-42d9157b-da9a-46bf-a6d5-187db207ae20,first,0.6582833333333332,1
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-46-32-863,2,1,high noise,946811519563.csv,7235-42d9157b-da9a-46bf-a6d5-187db207ae20,second,0.7841488095238095,1
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-46-55-823,8,3,high noise,895010825479.csv,2200-c1bb27b2-ebc8-4643-a6ed-9ef3a6cc5435,first,0.66055,5
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-46-55-823,8,3,high noise,895010825479.csv,2200-c1bb27b2-ebc8-4643-a6ed-9ef3a6cc5435,second,0.6479166666666667,5
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-46-55-823,8,3,high noise,895010825479.csv,4658-dbb120fa-3cf7-4d24-82c1-3470b28e3427,first,0.6485666666666666,5
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-46-55-823,8,3,high noise,895010825479.csv,4658-dbb120fa-3cf7-4d24-82c1-3470b28e3427,second,0.6675238095238097,5
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-46-55-823,8,3,high noise,895010825479.csv,6486-c0c31169-4698-4fbb-8305-ac28df787feb,first,0.6816583333333335,5
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-46-55-823,8,3,high noise,895010825479.csv,6486-c0c31169-4698-4fbb-8305-ac28df787feb,second,0.695125,5
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-46-55-823,8,3,high noise,895010825479.csv,6841-42a3b948-ba63-4fe5-8492-cada7868465f,first,0.7466333333333334,5
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-46-55-823,8,3,high noise,895010825479.csv,6841-42a3b948-ba63-4fe5-8492-cada7868465f,second,0.6966964285714288,5
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-46-55-823,8,3,high noise,895010825479.csv,9455-54244e6f-7f8a-4a00-b596-c430d82fa142,first,0.6281583333333336,5
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-46-55-823,8,3,high noise,895010825479.csv,9455-54244e6f-7f8a-4a00-b596-c430d82fa142,second,0.7469285714285714,5
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-52-20-636,2,3,high noise,991099545266.csv,0946-02f68c89-97d6-44e1-90bc-f9e9359f972a,first,0.6472999999999999,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-52-20-636,2,3,high noise,991099545266.csv,0946-02f68c89-97d6-44e1-90bc-f9e9359f972a,second,0.6677142857142858,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-52-20-636,2,3,high noise,991099545266.csv,1518-3ee52353-3c92-47c2-8617-d7191c5639e1,first,0.47586666666666655,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-52-20-636,2,3,high noise,991099545266.csv,1518-3ee52353-3c92-47c2-8617-d7191c5639e1,second,0.572,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-53-5-684,2,1,high noise,175237568095.csv,6259-f61c38b5-5beb-4c78-9812-d4da37b110d5,first,0.5801666666666666,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-53-5-684,2,1,high noise,175237568095.csv,6259-f61c38b5-5beb-4c78-9812-d4da37b110d5,second,0.64538095238095206,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-53-5-684,2,1,high noise,175237568095.csv,8426-7dd945bb-1813-47ca-a31f-298a37f2cd1b,first,0.7576833333333337,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-53-5-684,2,1,high noise,175237568095.csv,8426-7dd945bb-1813-47ca-a31f-298a37f2cd1b,second,0.7648154761904761,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-54-20-14,4,0,high noise,828972174320.csv,4113-4bd87eaf-fda6-4bdf-8bf6-467b1368d1c7,first,0.6276499999999999,3
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-54-20-14,4,0,high noise,828972174320.csv,4113-4bd87eaf-fda6-4bdf-8bf6-467b1368d1c7,second,0.6442083333333335,3
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-54-20-14,4,0,high noise,828972174320.csv,8736-79b4fbd3-74a2-4d26-9b86-94583eef0f87,first,0.43808333333333344,3
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-54-20-14,4,0,high noise,828972174320.csv,8736-79b4fbd3-74a2-4d26-9b86-94583eef0f87,second,0.423198992443325,3
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-54-20-14,4,0,high noise,828972174320.csv,9532-af43058e-7733-46bc-83f4-5f7af122bdff,first,0.7316250000000002,3
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-18-54-20-14,4,0,high noise,828972174320.csv,9532-af43058e-7733-46bc-83f4-5f7af122bdff,second,0.8938869047619048,3
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-19-11-21-534,2,3,high noise,619835513643.csv,6028-f0253f35-fc10-422d-b666-9896d25fa737,first,0.7007416666666668,1
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-19-11-21-534,2,3,high noise,619835513643.csv,6028-f0253f35-fc10-422d-b666-9896d25fa737,second,0.6659523809523809,1
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-19-12-43-820,2,0,high noise,946871289983.csv,6262-edda197c-089e-4363-a4e4-1ffc3c28e1f2,first,0.6477833333333333,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-19-12-43-820,2,0,high noise,946871289983.csv,6262-edda197c-089e-4363-a4e4-1ffc3c28e1f2,second,0.7188630952380953,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-19-12-43-820,2,0,high noise,946871289983.csv,9310-856b40ca-1593-4210-ab89-c8dc501a6b02,first,0.43098333333333333,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-19-12-43-820,2,0,high noise,946871289983.csv,9310-856b40ca-1593-4210-ab89-c8dc501a6b02,second,0.7715654761904764,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-19-16-17-779,4,2,high noise,942120737163.csv,3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,first,0.7519083333333336,1
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-19-16-17-779,4,2,high noise,942120737163.csv,3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,second,0.6562202380952378,1
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-19-25-51-870,2,2,high noise,109513487666.csv,7653-c8c814da-7969-4e45-bd59-3885e4a69bfe,first,0.7601249999999996,1
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-19-25-51-870,2,2,high noise,109513487666.csv,7653-c8c814da-7969-4e45-bd59-3885e4a69bfe,second,0.6689999999999998,1
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-19-52-58-674,4,3,high noise,637902953196.csv,0389-9fc8edaf-c51f-4b98-9350-573daae4eeb4,first,0.8229916666666668,1
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-19-52-58-674,4,3,high noise,637902953196.csv,0389-9fc8edaf-c51f-4b98-9350-573daae4eeb4,second,0.8292142857142856,1
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-19-6-12-797,8,0,high noise,162510242313.csv,7683-60aa2e79-f025-4fed-903f-0b4a4abccdf1,first,0.8197916666666666,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-19-6-12-797,8,0,high noise,162510242313.csv,7683-60aa2e79-f025-4fed-903f-0b4a4abccdf1,second,0.8007440476190477,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-19-6-12-797,8,0,high noise,162510242313.csv,8542-90c8bdb9-97af-4ad9-b6f2-da83e06de447,first,0.5872833333333336,2
../../data/experiment3//experiment-2015-01-25-3/games/2015-01-25-19-6-12-797,8,0,high noise,162510242313.csv,8542-90c8bdb9-97af-4ad9-b6f2-da83e06de447,second,0.6334880952380957,2
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-29-51-512,1,2,high noise,902578049106.csv,8651-df779c8e-87fd-415d-97cf-0e295097fa88,first,0.628458333333334,1
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-29-51-512,1,2,high noise,902578049106.csv,8651-df779c8e-87fd-415d-97cf-0e295097fa88,second,0.5662142857142859,1
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-30-56-843,2,3,high noise,993517954368.csv,3587-6b2b048c-6ac3-4427-925a-e4089ccc3d78,first,0.4997166666666667,2
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-30-56-843,2,3,high noise,993517954368.csv,3587-6b2b048c-6ac3-4427-925a-e4089ccc3d78,second,0.5373690476190475,2
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-30-56-843,2,3,high noise,993517954368.csv,5356-a0580863-d85b-4760-8756-2cf7ce7eb37b,first,0.5127249999999997,2
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-30-56-843,2,3,high noise,993517954368.csv,5356-a0580863-d85b-4760-8756-2cf7ce7eb37b,second,0.7012083333333332,2
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-31-29-477,4,3,high noise,483112360350.csv,3316-b843767b-824b-429a-bdb3-00c0c4ad4d03,first,0.45199166666666674,4
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-31-29-477,4,3,high noise,483112360350.csv,3316-b843767b-824b-429a-bdb3-00c0c4ad4d03,second,0.7026027397260273,4
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-31-29-477,4,3,high noise,483112360350.csv,7358-699732a0-f38a-4dfe-925d-bc49e2acfdf6,first,0.4559083333333336,4
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-31-29-477,4,3,high noise,483112360350.csv,7358-699732a0-f38a-4dfe-925d-bc49e2acfdf6,second,0.6617916666666666,4
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-31-29-477,4,3,high noise,483112360350.csv,7793-d10372d1-f529-4777-b05e-17e44153f385,first,0.40100833333333336,4
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-31-29-477,4,3,high noise,483112360350.csv,7793-d10372d1-f529-4777-b05e-17e44153f385,second,0.7233511904761903,4
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-31-29-477,4,3,high noise,483112360350.csv,9103-9de2db9e-5740-49ac-a592-add1d2088254,first,0.5554083333333335,4
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-31-29-477,4,3,high noise,483112360350.csv,9103-9de2db9e-5740-49ac-a592-add1d2088254,second,0.6336309523809524,4
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-35-0-302,2,1,high noise,813070790143.csv,6855-226a2208-9cca-457a-b129-ad2157be75ea,first,0.7446083333333336,2
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-35-0-302,2,1,high noise,813070790143.csv,6855-226a2208-9cca-457a-b129-ad2157be75ea,second,0.8031488095238096,2
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-35-0-302,2,1,high noise,813070790143.csv,6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,first,0.7403000000000001,2
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-35-0-302,2,1,high noise,813070790143.csv,6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,second,0.7499761904761907,2
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-37-9-713,8,3,high noise,33100416185.csv,2508-51c6fd09-5fbe-4ec9-aa9e-57f212fc4ddf,first,0.6184083333333333,3
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-37-9-713,8,3,high noise,33100416185.csv,2508-51c6fd09-5fbe-4ec9-aa9e-57f212fc4ddf,second,0.7237857142857145,3
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-37-9-713,8,3,high noise,33100416185.csv,5035-0861f4fb-357e-471c-ac2d-7d53d4137fd0,first,0.34182499999999993,3
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-37-9-713,8,3,high noise,33100416185.csv,5035-0861f4fb-357e-471c-ac2d-7d53d4137fd0,second,0.38876785714285744,3
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-37-9-713,8,3,high noise,33100416185.csv,5187-4dba1e65-23cd-442c-b541-0ee88de46a3f,first,0.35130833333333333,3
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-37-9-713,8,3,high noise,33100416185.csv,5187-4dba1e65-23cd-442c-b541-0ee88de46a3f,second,0.7502202380952382,3
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-42-33-184,4,0,high noise,265375681454.csv,0820-d30a47d6-394a-4cbd-a697-a1d8c9ec6796,first,0.2980583333333333,4
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-42-33-184,4,0,high noise,265375681454.csv,0820-d30a47d6-394a-4cbd-a697-a1d8c9ec6796,second,0.38931696905016006,4
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-42-33-184,4,0,high noise,265375681454.csv,4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,first,0.48666666666666675,4
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-42-33-184,4,0,high noise,265375681454.csv,4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,second,0.7582619047619046,4
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-42-33-184,4,0,high noise,265375681454.csv,4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,first,0.7138166666666674,4
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-42-33-184,4,0,high noise,265375681454.csv,4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,second,0.8156964285714288,4
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-42-33-184,4,0,high noise,265375681454.csv,9121-e82fd610-fdb5-4208-9207-543c90839027,first,0.6582833333333333,4
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-42-33-184,4,0,high noise,265375681454.csv,9121-e82fd610-fdb5-4208-9207-543c90839027,second,0.7393154761904761,4
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-47-11-248,1,0,high noise,745943353511.csv,1249-05873806-fcf6-481b-a533-c8aea778a73f,first,0.5570833333333335,1
../../data/experiment3//experiment-2015-01-25-4/games/2015-01-25-21-47-11-248,1,0,high noise,745943353511.csv,1249-05873806-fcf6-481b-a533-c8aea778a73f,second,0.5801428571428583,1
